,Distrito/R.A.,Município,Freguesia,Inscritos,PS,PPD/PSD.CDS-PP.PPM,CH,IL,B.E.,PCP-PEV,L,PAN,ADN,PPD/PSD.CDS-PP,R.I.R.,JPP,PCTP/MRPP,ND,VP,E,MPT.A,PTP,NC,PPM,Brancos,Nulos,Votos,VP%,L%
190,Beja,Mértola,São João dos Caldeireiros,450,60,31,58,3,9,84,6,2,5,,0,,4,0,3,0,,,,,5,3,273,1.098901098901099,2.197802197802198
191,Beja,Moura,Amareleja,1884,285,110,402,14,18,193,13,18,8,,4,,10,1,1,3,,,,,12,10,1102,0.09074410163339383,1.1796733212341197
192,Beja,Moura,Póvoa de São Miguel,674,152,58,158,5,6,23,1,2,6,,1,,0,0,1,0,,,,,4,5,422,0.23696682464454977,0.23696682464454977
193,Beja,Moura,Safara e Santo Aleixo da Restauração,1350,274,76,272,4,19,121,3,4,7,,1,,11,2,1,1,,,,,7,7,810,0.12345679012345678,0.37037037037037035
194,Beja,Moura,Santo Agostinho e São João Baptista e Santo Amador,7137,1436,706,1192,86,126,487,58,38,39,,3,,29,5,3,5,,,,,61,39,4313,0.06955715279387897,1.34477162068166
195,Beja,Moura,Sobral da Adiça,751,158,39,132,2,11,67,2,3,2,,1,,2,1,0,1,,,,,7,5,433,0.0,0.4618937644341801
196,Beja,Odemira,Boavista dos Pinheiros,1346,296,116,222,49,72,88,29,14,15,,3,,11,1,2,2,,,,,23,9,952,0.21008403361344538,3.046218487394958
197,Beja,Odemira,Colos,773,165,67,90,16,35,61,6,4,3,,2,,7,0,0,1,,,,,21,11,489,0.0,1.2269938650306749
198,Beja,Odemira,Longueira/Almograve,1045,149,140,182,20,32,39,15,7,15,,2,,4,5,0,1,,,,,23,11,645,0.0,2.3255813953488373
199,Beja,Odemira,Luzianes-Gare,252,53,15,12,0,5,50,1,1,3,,0,,3,0,1,0,,,,,4,2,150,0.6666666666666666,0.6666666666666666
200,Beja,Odemira,Relíquias,656,150,51,53,6,24,54,4,7,7,,1,,11,1,1,1,,,,,6,9,386,0.25906735751295334,1.0362694300518134
201,Beja,Odemira,Sabóia,723,184,80,90,5,27,26,10,3,9,,1,,8,1,1,0,,,,,5,7,457,0.2188183807439825,2.1881838074398248
202,Beja,Odemira,Santa Clara-a-Velha,520,153,62,63,8,7,22,9,2,2,,1,,3,1,2,0,,,,,7,11,353,0.56657223796034,2.54957507082153
203,Beja,Odemira,São Luís,1529,317,175,181,21,73,154,23,10,7,,5,,14,1,3,3,,,,,13,17,1017,0.2949852507374631,2.2615535889872174
204,Beja,Odemira,São Martinho das Amoreiras,636,180,70,56,9,28,24,2,3,3,,0,,5,0,0,0,,,,,9,3,392,0.0,0.5102040816326531
205,Beja,Odemira,São Salvador e Santa Maria,2440,516,308,280,52,76,224,80,25,14,,5,,9,4,3,2,,,,,30,18,1646,0.1822600243013366,4.860267314702309
206,Beja,Odemira,São Teotónio,4536,886,492,650,99,181,244,82,56,47,,17,,27,4,5,8,,,,,45,36,2879,0.1736714136853074,2.8482111844390414
207,Beja,Odemira,Vale de Santiago,742,154,83,118,12,21,76,4,9,14,,4,,7,0,0,2,,,,,4,10,518,0.0,0.7722007722007722
208,Beja,Odemira,Vila Nova de Milfontes,4365,641,534,776,117,171,184,85,62,40,,17,,14,7,8,9,,,,,58,36,2759,0.2899601304820587,3.0808263863718737
209,Beja,Ourique,Garvão e Santa Luzia,776,190,139,73,5,20,51,4,4,10,,1,,3,1,2,1,,,,,6,13,523,0.3824091778202677,0.7648183556405354
210,Beja,Ourique,Ourique,2348,561,527,261,30,55,98,27,20,35,,2,,7,4,2,0,,,,,21,18,1668,0.11990407673860912,1.618705035971223
211,Beja,Ourique,Panoias e Conceição,462,123,72,53,1,5,48,5,0,3,,2,,2,0,3,0,,,,,2,6,325,0.9230769230769231,1.5384615384615385
212,Beja,Ourique,Santana da Serra,586,116,126,57,5,5,8,0,4,16,,0,,2,2,1,1,,,,,7,5,355,0.28169014084507044,0.0
213,Beja,Serpa,Brinches,812,146,63,117,1,25,92,3,3,10,,0,,2,0,0,0,,,,,5,6,473,0.0,0.6342494714587738
214,Beja,Serpa,Pias,2147,380,115,177,16,36,539,16,8,14,,4,,12,1,3,5,,,,,29,13,1368,0.21929824561403508,1.1695906432748537
215,Beja,Serpa,Serpa (Salvador e Santa Maria),5030,970,613,685,82,111,440,71,34,39,,7,,23,2,27,3,,,,,46,38,3191,0.8461297398934503,2.2250078345346287
216,Beja,Serpa,Vila Nova de São Bento e Vale de Vargo,3160,519,234,385,23,73,601,20,20,22,,1,,30,4,5,3,,,,,28,21,1989,0.2513826043237808,1.0055304172951232
217,Beja,Serpa,Vila Verde de Ficalho,1130,291,107,112,7,16,172,12,6,6,,1,,4,0,2,0,,,,,18,7,761,0.2628120893561104,1.5768725361366622
218,Beja,Vidigueira,Pedrógão,819,176,26,95,8,21,136,5,5,4,,0,,7,0,0,1,,,,,5,5,494,0.0,1.0121457489878543
219,Beja,Vidigueira,Selmes,657,136,25,103,4,11,47,4,9,7,,0,,1,1,3,2,,,,,12,1,366,0.819672131147541,1.092896174863388
220,Beja,Vidigueira,Vidigueira,2372,488,285,385,28,66,172,29,22,10,,2,,9,0,1,0,,,,,25,21,1543,0.06480881399870382,1.8794556059624108
221,Beja,Vidigueira,Vila de Frades,729,203,46,95,4,18,73,6,4,5,,0,,10,1,0,1,,,,,12,9,487,0.0,1.2320328542094456
222,Braga,Amares,Amares e Figueiredo,2652,493,531,408,119,67,26,51,20,34,,10,0,7,13,2,0,4,,3,,33,22,1843,0.10851871947911014,2.7672273467173087
223,Braga,Amares,Barreiros,689,109,207,86,25,13,4,3,7,17,,1,1,1,5,0,0,1,,1,,11,5,497,0.0,0.6036217303822937
224,Braga,Amares,Bico,739,113,161,159,38,28,6,11,11,2,,0,0,1,3,1,0,1,,1,,7,6,549,0.18214936247723132,2.0036429872495445
225,Braga,Amares,Bouro (Santa Maria),676,131,170,98,18,4,3,9,4,11,,2,0,2,0,0,0,0,,0,,7,7,466,0.0,1.9313304721030042
226,Braga,Amares,Bouro (Santa Marta),453,70,143,42,14,3,2,9,1,10,,0,0,0,2,0,0,0,,0,,5,1,302,0.0,2.980132450331126
227,Braga,Amares,Caires,823,162,214,128,28,5,8,6,6,14,,5,1,1,2,3,0,0,,1,,13,7,604,0.4966887417218543,0.9933774834437086
228,Braga,Amares,"Caldelas, Sequeiros e Paranhos",1074,198,331,84,27,19,4,9,6,13,,5,0,2,3,0,0,2,,0,,16,7,726,0.0,1.2396694214876034
229,Braga,Amares,Carrazedo,729,117,206,111,28,18,7,7,5,7,,1,0,1,2,0,1,1,,0,,14,4,530,0.0,1.320754716981132
230,Braga,Amares,Dornelas,484,63,139,65,23,9,6,3,3,16,,0,1,0,3,0,1,1,,0,,8,2,343,0.0,0.8746355685131195
231,Braga,Amares,"Ferreiros, Prozelo e Besteiros",4235,786,844,695,185,83,36,62,35,47,,12,3,10,19,1,1,1,,1,,59,35,2915,0.03430531732418525,2.1269296740994856
232,Braga,Amares,Fiscal,689,115,172,106,21,14,8,8,7,10,,0,0,2,2,1,0,0,,0,,18,4,488,0.20491803278688525,1.639344262295082
233,Braga,Amares,Goães,531,61,175,74,16,4,1,2,5,13,,4,0,2,4,0,0,1,,0,,7,1,370,0.0,0.5405405405405406
234,Braga,Amares,Lago,1794,360,339,285,75,54,20,28,9,24,,6,2,4,5,0,1,0,,1,,18,6,1237,0.0,2.263540824575586
235,Braga,Amares,Rendufe,1036,160,288,165,48,18,5,17,9,11,,2,1,1,6,0,1,0,,1,,10,3,746,0.0,2.278820375335121
236,Braga,Amares,Torre e Portela,553,82,154,81,19,9,1,3,7,7,,3,0,0,4,0,3,0,,0,,3,7,383,0.0,0.783289817232376
237,Braga,Amares,"Vilela, Seramil e Paredes Secas",500,53,190,55,13,5,0,6,3,8,,2,0,1,2,1,0,0,,0,,7,4,350,0.2857142857142857,1.7142857142857142
238,Braga,Barcelos,Abade de Neiva,1838,312,556,255,74,50,14,35,12,29,,17,3,2,5,0,1,1,,0,,41,20,1427,0.0,2.452697967764541
239,Braga,Barcelos,Aborim,725,135,162,137,24,7,3,10,4,15,,4,0,1,4,0,0,2,,2,,10,7,527,0.0,1.8975332068311195
240,Braga,Barcelos,Adães,675,143,177,97,29,16,7,11,4,14,,1,1,4,3,4,1,1,,0,,4,1,518,0.7722007722007722,2.1235521235521237
241,Braga,Barcelos,Airó,868,155,266,140,23,24,6,12,4,20,,2,1,2,3,0,0,1,,0,,11,3,673,0.0,1.7830609212481427
242,Braga,Barcelos,Aldreu,711,136,159,104,27,12,2,6,2,15,,1,0,0,1,0,0,2,,1,,8,3,479,0.0,1.2526096033402923
243,Braga,Barcelos,Alheira e Igreja Nova,1453,165,443,156,42,11,2,15,3,17,,1,1,3,11,1,1,1,,1,,17,15,906,0.11037527593818984,1.6556291390728477
244,Braga,Barcelos,Alvelos,1858,410,575,228,47,40,8,26,18,39,,6,3,2,9,1,0,3,,0,,22,17,1454,0.0687757909215956,1.7881705639614855
245,Braga,Barcelos,Alvito (São Pedro e São Martinho) e Couto,1307,160,404,193,51,20,13,13,11,29,,7,0,1,3,2,2,2,,0,,23,10,944,0.211864406779661,1.3771186440677967
246,Braga,Barcelos,Arcozelo,11019,2384,1942,1373,534,478,224,243,149,117,,26,9,30,31,11,7,7,,8,,149,84,7806,0.14091724314629772,3.112990007686395
247,Braga,Barcelos,Areias,922,134,255,146,28,22,7,10,16,16,,4,0,1,4,0,1,1,,0,,16,8,669,0.0,1.4947683109118086
248,Braga,Barcelos,Areias de Vilar e Encourados,1646,284,453,184,57,35,14,20,14,38,,10,3,5,4,1,4,4,,3,,20,4,1157,0.08643042350907519,1.7286084701815039
249,Braga,Barcelos,Balugães,746,87,272,82,20,12,4,6,5,14,,2,0,2,3,0,1,0,,2,,9,3,524,0.0,1.1450381679389312
250,Braga,Barcelos,Barcelinhos,1654,336,467,186,89,51,22,34,27,19,,3,2,1,5,2,0,0,,0,,30,13,1287,0.1554001554001554,2.641802641802642
251,Braga,Barcelos,"Barcelos, Vila Boa e Vila Frescainha",10144,2078,2467,1087,547,400,172,220,109,113,,29,6,15,32,7,6,9,,5,,136,55,7493,0.0934205258241025,2.936073668757507
252,Braga,Barcelos,Barqueiros,1725,300,425,230,27,18,17,14,7,15,,5,0,1,6,2,0,1,,1,,40,7,1116,0.17921146953405018,1.2544802867383513
253,Braga,Barcelos,Cambeses,1208,320,226,170,53,21,23,19,14,10,,6,0,3,4,3,2,1,,2,,11,9,897,0.33444816053511706,2.118171683389075
254,Braga,Barcelos,Campo e Tamel (São Pedro Fins),1369,197,455,210,53,27,12,19,11,25,,5,3,2,5,0,2,2,,2,,31,13,1074,0.0,1.7690875232774674
255,Braga,Barcelos,Carapeços,1953,255,579,402,76,51,22,30,20,27,,5,1,3,2,0,1,4,,2,,24,10,1514,0.0,1.9815059445178336
256,Braga,Barcelos,Carreira e Fonte Coberta,1849,394,501,244,50,44,13,22,11,26,,10,0,3,6,1,2,3,,2,,35,15,1382,0.0723589001447178,1.5918958031837915
257,Braga,Barcelos,Carvalhal,1167,238,403,79,31,25,12,20,7,17,,3,0,0,5,0,59,2,,0,,9,11,921,0.0,2.1715526601520088
258,Braga,Barcelos,Carvalhas,674,108,213,73,11,9,2,7,4,10,,2,1,4,3,1,1,0,,5,,7,5,466,0.2145922746781116,1.502145922746781
259,Braga,Barcelos,"Chorente, Góios, Courel, Pedra Furada e Gueral",2311,296,879,300,97,25,5,20,11,47,,9,2,2,8,3,0,1,,1,,31,18,1755,0.17094017094017094,1.1396011396011396
260,Braga,Barcelos,Cossourado,737,102,205,117,36,12,2,1,4,12,,4,1,2,3,1,1,2,,0,,4,7,516,0.1937984496124031,0.1937984496124031
261,Braga,Barcelos,Creixomil e Mariz,1072,199,373,127,55,27,4,23,6,20,,3,1,0,7,0,0,1,,0,,21,6,873,0.0,2.6345933562428407
262,Braga,Barcelos,Cristelo,1613,170,522,250,38,14,3,15,9,29,,1,2,0,2,2,0,1,,0,,20,7,1085,0.18433179723502305,1.3824884792626728
263,Braga,Barcelos,Durrães e Tregosa,1279,206,330,196,38,32,10,11,18,32,,2,1,2,5,4,0,0,,1,,27,12,927,0.43149946062567424,1.186623516720604
264,Braga,Barcelos,Fornelos,717,78,215,135,18,11,3,9,1,12,,1,1,1,2,1,0,0,,0,,8,0,496,0.20161290322580644,1.814516129032258
265,Braga,Barcelos,Fragoso,1957,313,554,290,43,35,10,12,3,29,,8,1,3,6,1,0,1,,1,,36,16,1362,0.07342143906020558,0.8810572687224669
266,Braga,Barcelos,Galegos (Santa Maria),2569,396,818,363,126,76,15,38,26,38,,4,0,4,18,5,2,2,,0,,32,19,1982,0.2522704339051463,1.917255297679112
267,Braga,Barcelos,Galegos (São Martinho),1707,225,493,274,67,37,9,24,14,19,,6,1,0,7,2,2,2,,1,,30,17,1230,0.16260162601626016,1.951219512195122
268,Braga,Barcelos,Gamil e Midões,1259,282,364,162,47,34,9,28,4,23,,5,0,3,1,6,4,0,,0,,16,5,993,0.6042296072507553,2.8197381671701915
269,Braga,Barcelos,Gilmonde,1406,211,442,209,52,22,5,13,17,30,,5,2,3,9,1,2,2,,1,,23,10,1059,0.09442870632672333,1.2275731822474032
270,Braga,Barcelos,Lama,1116,135,329,240,38,11,6,20,11,16,,3,2,2,7,3,0,1,,0,,14,7,845,0.35502958579881655,2.366863905325444
271,Braga,Barcelos,Lijó,2159,324,696,316,112,45,13,29,21,29,,5,4,3,21,4,2,2,,1,,46,18,1691,0.23654642223536368,1.7149615612063867
272,Braga,Barcelos,Macieira de Rates,1607,104,728,207,61,21,4,16,8,36,,12,2,3,4,2,0,0,,0,,22,9,1239,0.16142050040355124,1.29136400322841
273,Braga,Barcelos,Manhente,1696,271,510,233,76,64,15,32,18,25,,7,0,1,10,4,1,1,,3,,36,16,1323,0.30234315948601664,2.418745275888133
274,Braga,Barcelos,Martim,1964,346,505,322,88,32,15,23,14,30,,10,0,6,15,1,0,1,,2,,35,14,1459,0.06854009595613433,1.5764222069910898
275,Braga,Barcelos,"Milhazes, Vilar de Figos e Faria",1828,238,681,251,57,31,10,30,9,48,,4,0,4,5,4,1,0,,0,,16,14,1403,0.2851033499643621,2.1382751247327154
276,Braga,Barcelos,Moure,816,146,263,119,30,26,13,19,7,8,,1,2,1,1,2,0,1,,0,,10,6,655,0.3053435114503817,2.900763358778626
277,Braga,Barcelos,Negreiros e Chavão,2090,123,938,277,71,24,3,15,10,53,,9,0,1,7,0,0,0,,1,,11,27,1570,0.0,0.9554140127388535
278,Braga,Barcelos,Oliveira,964,89,322,150,31,18,2,17,10,22,,1,1,3,5,0,0,0,,0,,13,7,691,0.0,2.460202604920405
279,Braga,Barcelos,Palme,939,115,342,92,21,16,6,3,1,8,,3,0,0,6,1,0,1,,1,,9,9,634,0.15772870662460567,0.47318611987381703
280,Braga,Barcelos,Panque,610,65,208,112,13,4,3,4,1,9,,0,0,0,2,1,0,0,,0,,7,6,435,0.22988505747126436,0.9195402298850575
281,Braga,Barcelos,Paradela,714,60,314,99,12,5,1,9,5,15,,1,1,1,10,1,0,0,,1,,9,3,547,0.18281535648994515,1.6453382084095065
282,Braga,Barcelos,Pereira,1125,224,367,137,46,21,5,8,13,29,,10,1,1,8,1,1,1,,0,,11,11,895,0.11173184357541899,0.8938547486033519
283,Braga,Barcelos,Perelhal,1567,235,440,217,68,44,2,25,13,22,,7,1,4,4,1,2,0,,0,,30,22,1137,0.08795074758135445,2.198768689533861
284,Braga,Barcelos,Pousa,1999,405,521,266,80,35,21,34,30,24,,6,1,6,12,3,6,2,,4,,28,17,1501,0.19986675549633579,2.2651565622918053
285,Braga,Barcelos,Quintiães e Aguiar,995,134,327,165,22,18,5,10,7,22,,3,1,1,5,1,1,1,,0,,11,4,738,0.13550135501355012,1.3550135501355014
286,Braga,Barcelos,Remelhe,1199,161,402,167,44,30,6,14,9,14,,2,1,1,3,2,3,1,,1,,29,16,906,0.22075055187637968,1.5452538631346577
287,Braga,Barcelos,Rio Covo (Santa Eugénia),1395,266,341,197,64,50,10,23,20,18,,5,0,0,3,3,0,1,,1,,23,10,1035,0.2898550724637681,2.2222222222222223
288,Braga,Barcelos,Roriz,1872,196,625,301,69,33,14,28,9,34,,9,0,1,14,2,0,3,,1,,23,10,1372,0.1457725947521866,2.0408163265306123
289,Braga,Barcelos,Sequeade e Bastuço (São João e Santo Estevão),1734,312,443,320,50,37,13,18,18,30,,15,2,4,8,2,3,1,,1,,15,18,1310,0.15267175572519084,1.3740458015267176
290,Braga,Barcelos,Silva,805,189,233,97,17,26,5,17,4,15,,5,0,3,6,0,1,2,,1,,18,5,644,0.0,2.639751552795031
291,Braga,Barcelos,Silveiros e Rio Covo (Santa Eulália),1807,343,507,258,57,52,20,17,18,22,,10,1,2,6,3,2,2,,0,,16,12,1348,0.22255192878338279,1.261127596439169
292,Braga,Barcelos,Tamel (Santa Leocádia) e Vilar do Monte,1185,194,341,232,38,26,5,9,11,26,,7,1,4,4,1,1,1,,0,,19,12,932,0.1072961373390558,0.9656652360515021
293,Braga,Barcelos,Tamel (São Veríssimo),2708,549,600,416,119,100,35,42,25,45,,12,2,6,14,3,2,2,,2,,40,19,2033,0.14756517461878996,2.0659124446630597
294,Braga,Barcelos,Ucha,1296,246,331,224,41,18,9,14,11,21,,1,3,1,12,3,2,5,,1,,24,8,975,0.3076923076923077,1.435897435897436
295,Braga,Barcelos,Várzea,1633,368,385,248,69,44,5,22,19,15,,14,2,3,8,1,1,0,,0,,21,10,1235,0.08097165991902834,1.7813765182186234
296,Braga,Barcelos,"Viatodos, Grimancelos, Minhotães, Monte de Fralães",3510,692,1133,450,130,67,12,42,27,59,,9,0,11,14,3,0,5,,3,,38,15,2710,0.11070110701107011,1.5498154981549817
297,Braga,Barcelos,Vila Cova e Feitos,2222,274,770,292,59,39,17,22,16,28,,7,1,2,5,3,2,2,,2,,29,14,1584,0.1893939393939394,1.3888888888888888
298,Braga,Barcelos,Vila Seca,976,149,335,100,25,24,5,10,3,25,,1,0,1,12,0,0,2,,0,,13,4,709,0.0,1.4104372355430184
299,Braga,Braga,Adaúfe,3488,787,639,356,142,101,50,62,34,43,,6,4,11,10,2,2,3,,3,,44,31,2330,0.08583690987124463,2.6609442060085837
300,Braga,Braga,Arentim e Cunha,1347,364,308,192,63,25,15,17,17,22,,4,2,3,4,5,1,1,,0,,32,4,1079,0.4633920296570899,1.5755329008341057
301,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",12997,2549,2270,1341,721,543,300,373,201,109,,19,5,35,26,18,4,8,,4,,154,88,8768,0.20529197080291972,4.2541058394160585
302,Braga,Braga,Braga (São José de São Lázaro e São João do Souto),12385,2501,2454,1095,645,464,241,349,154,110,,8,8,34,25,7,5,8,,7,,131,62,8308,0.08425613866153106,4.200770341839191
303,Braga,Braga,Braga (São Vicente),11504,2175,2284,1131,710,465,263,384,157,108,,14,5,20,27,12,6,5,,4,,109,76,7955,0.1508485229415462,4.827152734129478
304,Braga,Braga,Braga (São Vítor),25307,4483,4991,2342,1481,1010,473,750,360,239,,21,15,61,39,21,12,13,,12,,224,152,16699,0.1257560332954069,4.4912869034073895
305,Braga,Braga,Cabreiros e Passos (São Julião),1979,428,523,243,97,39,26,27,11,27,,9,2,7,12,1,0,0,,2,,23,19,1496,0.06684491978609626,1.804812834224599
306,Braga,Braga,"Celeirós, Aveleda e Vimieiro",6033,1301,1300,790,372,172,116,106,64,75,,16,8,23,19,6,10,3,,3,,97,37,4518,0.13280212483399734,2.3461708720672863
307,Braga,Braga,Crespos e Pousada,1195,239,278,181,49,29,9,15,9,17,,4,0,3,10,1,1,1,,1,,11,8,866,0.11547344110854503,1.7321016166281755
308,Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),1701,353,415,228,82,44,11,24,14,29,,5,3,3,5,1,1,2,,4,,27,12,1263,0.0791765637371338,1.9002375296912113
309,Braga,Braga,Espinho,1065,222,216,155,36,17,21,8,13,18,,3,3,3,4,0,3,1,,0,,8,8,739,0.0,1.0825439783491204
310,Braga,Braga,Esporões,1588,280,458,229,71,38,26,34,24,26,,5,3,4,6,4,2,1,,0,,31,17,1259,0.3177124702144559,2.7005559968228754
311,Braga,Braga,Este (São Pedro e São Mamede),3853,834,880,477,234,105,27,78,40,55,,3,0,17,13,5,2,5,,6,,62,30,2873,0.1740341106856944,2.7149321266968327
312,Braga,Braga,Ferreiros e Gondizalves,8504,1760,1636,1088,573,299,130,200,147,88,,19,11,29,23,7,9,7,,5,,94,75,6200,0.11290322580645161,3.225806451612903
313,Braga,Braga,Figueiredo,1068,229,300,156,48,20,12,13,12,16,,6,2,5,3,1,3,0,,1,,13,7,847,0.1180637544273908,1.5348288075560803
314,Braga,Braga,Gualtar,5658,1110,1414,559,424,216,85,221,82,57,,6,2,12,12,6,0,3,,2,,55,29,4295,0.13969732246798602,5.145518044237486
315,Braga,Braga,Guisande e Oliveira (São Pedro),971,212,250,136,45,22,12,15,11,10,,6,2,3,3,2,2,1,,2,,12,10,756,0.26455026455026454,1.9841269841269842
316,Braga,Braga,Lamas,739,153,197,111,29,19,5,13,7,17,,0,0,0,8,2,0,0,,0,,13,8,582,0.3436426116838488,2.2336769759450172
317,Braga,Braga,Lomar e Arcos,6386,1348,1292,803,406,221,117,149,100,89,,26,9,26,29,4,6,8,,3,,90,29,4755,0.08412197686645637,3.1335436382754995
318,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães",4463,1005,858,596,242,155,148,103,65,51,,9,4,15,8,12,4,2,,3,,69,27,3376,0.35545023696682465,3.050947867298578
319,Braga,Braga,Merelim (São Pedro) e Frossos,3956,862,944,492,270,155,56,111,52,44,,11,3,9,16,6,1,6,,3,,67,31,3139,0.19114367633004142,3.536158012105766
320,Braga,Braga,Mire de Tibães,2182,534,462,246,124,74,53,47,25,33,,4,2,6,9,0,2,4,,3,,33,21,1682,0.0,2.794292508917955
321,Braga,Braga,Morreira e Trandeiras,1280,232,383,194,65,25,14,19,12,25,,6,2,7,6,1,1,1,,0,,20,5,1018,0.09823182711198428,1.8664047151277015
322,Braga,Braga,"Nogueira, Fraião e Lamaçães",13629,2504,3694,1302,1141,537,224,446,214,128,,14,5,18,28,17,6,7,,10,,188,90,10573,0.1607869100539109,4.218291875532016
323,Braga,Braga,Nogueiró e Tenões,4876,866,1423,359,436,199,69,177,70,43,,6,4,13,10,1,1,3,,2,,64,32,3778,0.026469031233456855,4.685018528321863
324,Braga,Braga,Padim da Graça,1445,345,341,138,63,30,41,23,16,13,,4,3,4,6,2,1,2,,0,,20,11,1063,0.18814675446848542,2.1636876763875823
325,Braga,Braga,Palmeira,5089,1025,1150,578,304,191,69,78,68,60,,12,9,11,15,6,3,5,,2,,80,38,3704,0.16198704103671707,2.1058315334773217
326,Braga,Braga,Pedralva,1105,207,224,153,46,22,20,15,17,11,,4,2,6,4,0,0,0,,2,,12,9,754,0.0,1.9893899204244032
327,Braga,Braga,Priscos,1241,211,347,183,67,22,5,16,17,20,,3,0,2,5,2,2,2,,0,,17,4,925,0.21621621621621623,1.7297297297297298
328,Braga,Braga,"Real, Dume e Semelhe",12062,2448,2411,1461,867,498,235,371,177,117,,23,20,26,39,19,13,7,,7,,154,84,8977,0.21165199955441685,4.132783780773087
329,Braga,Braga,Ruilhe,1056,221,242,93,51,30,35,14,18,17,,4,2,3,2,0,1,0,,2,,19,4,758,0.0,1.8469656992084433
330,Braga,Braga,Santa Lucrécia de Algeriz e Navarra,878,224,174,106,60,25,20,14,11,12,,3,0,3,2,0,1,0,,1,,7,10,673,0.0,2.0802377414561666
331,Braga,Braga,Sequeira,1693,369,427,175,78,55,30,24,18,15,,4,1,8,6,3,0,0,,2,,27,14,1256,0.23885350318471338,1.910828025477707
